	best_bid_amount	best_ask_amount	bid_iv	ask_iv	underlying_index	underlying_price	mark_iv	best_bid_price	best_ask_price	open_interest	max_price	min_price	last_price	asks	bids	settlement_price	instrument_name	mark_price	index_price	change_id	timestamp	greeks.rho	greeks.theta	greeks.vega	greeks.gamma	greeks.delta	stats.volume_usd	stats.volume	stats.price_change	stats.low	stats.high	settlement_period	Expiration Date	Strike Price
670	8	8	57.1	58.49	SYN.BTC-26JUL24	57809.2569	58.04	0.031	0.0325	0	0.12	0.0028	0.0625	"[[0.0325, 8.0]]"	"[[0.031, 8.0]]"	0.04949625	BTC-26JUL24-74000-C	0.0324	59406.84	23400042241	1.7147E+12	26.08838	-28.8946	83.89418	2.00E-05	0.22784	0	0				month	26-Jul-24	74000
671	35	35	52.73	63.1	SYN.BTC-26JUL24	57809.2569	58.04	0.3055	0.32	0	0.5605	0.1525		"[[0.32, 35.0]]"	"[[0.3055, 35.0]]"	0.27112938	BTC-26JUL24-74000-P	0.3124	59406.84	23400063016	1.7147E+12	-144.73775	-28.89468	83.89235	2.00E-05	-0.77216	0	0				month	26-Jul-24	74000
672	0	0	78.08	79.53	SYN.BTC-26JUL24	57807.2931	59.27	0	0	0	0.1185	0.0026	0.1555	[]	[]	0.04723147	BTC-26JUL24-75000-C	0.0328	59404.88	23372886101	1.7147E+12	26.3593	-28.84975	84.44337	2.00E-05	0.22464	0	0				month	26-Jul-24	75000
673	0	0	0	0	SYN.BTC-26JUL24	57807.2931	59.27	0	0	0	0.5815	0.165	0.256	[]	[]	0.2854436	BTC-26JUL24-75000-P	0.3303	59404.88	23371625872	1.7147E+12	-152.05967	-28.84933	84.553	2.00E-05	-0.77511	0	0				month	26-Jul-24	75000
674	17	7.1	57.71	58.82	SYN.BTC-26JUL24	57807.2931	59.27	0.0265	0.0285	0	0.114	0.0023	0.0515	"[[0.0285, 7.1]]"	"[[0.0265, 17.0]]"	0.04399575	BTC-26JUL24-76000-C	0.0291	59404.88	23400025380	1.7147E+12	23.68192	-27.88192	79.2742	2.00E-05	0.20657	0	0				month	26-Jul-24	76000
675	35	35	53.24	63.61	SYN.BTC-26JUL24	57805.3862	59.24	0.3355	0.35	0	0.6	0.176		"[[0.35, 35.0]]"	"[[0.3355, 35.0]]"	0.29864574	BTC-26JUL24-76000-P	0.3438	59404.69	23400061630	1.7147E+12	-151.78435	-27.84795	79.21921	2.00E-05	-0.79365	0	0				month	26-Jul-24	76000
676	0	0	77.66	79.16	SYN.BTC-26JUL24	57805.3862	59.24	0	0	0	0.1095	0.0019		[]	[]	0.04205996	BTC-26JUL24-77000-C	0.028	59404.69	23372886103	1.7147E+12	23.37246	-26.78352	78.44055	2.00E-05	0.19809	0	0				month	26-Jul-24	77000
677	0	0	0	0	SYN.BTC-26JUL24	57805.3862	59.24	0	0	0	0.6185	0.187		[]	[]	0.31328677	BTC-26JUL24-77000-P	0.3601	59404.69	23371624956	1.7147E+12	-159.80949	-26.78636	78.55188	2.00E-05	-0.80167	0	0				month	26-Jul-24	77000
678	9.9	6.9	58.26	59.06	SYN.BTC-26JUL24	57805.1992	59.21	0.0235	0.025	0	0.105	0.0017	0.0415	"[[0.025, 6.9]]"	"[[0.0235, 9.9]]"	0.03899513	BTC-26JUL24-78000-C	0.0247	59404.7	23400051677	1.7147E+12	20.87861	-25.70907	73.17023	2.00E-05	0.18115	0	0				month	26-Jul-24	78000
679	35	35	52.85	64.46	SYN.BTC-26JUL24	57805.1992	59.21	0.367	0.381	0	0.6375	0.199	0.1965	"[[0.381, 35.0]]"	"[[0.367, 35.0]]"	0.32666321	BTC-26JUL24-78000-P	0.3741	59404.7	23400063017	1.7147E+12	-159.18091	-25.70905	73.16897	2.00E-05	-0.81885	0	0				month	26-Jul-24	78000
680	0	0	77.44	79	SYN.BTC-26JUL24	57805.2092	59.19	0	0	0	0.101	0.0014		[]	[]	0.041785	BTC-26JUL24-79000-C	0.0238	59400.12	23372886105	1.7147E+12	20.64163	-24.6965	72.39004	2.00E-05	0.17405	0	0				month	26-Jul-24	79000
681	0	0	0	0	SYN.BTC-26JUL24	57805.2092	59.19	0	0	0	0.656	0.2105		[]	[]	0.34603107	BTC-26JUL24-79000-P	0.3905	59400.12	23371626389	1.7147E+12	-167.30726	-24.69895	72.49228	2.00E-05	-0.82575	0	0				month	26-Jul-24	79000
682	17.3	9	58.81	60.1	SYN.BTC-26JUL24	57800.7485	59.31	0.02	0.022	0	0.097	0.0013	0.0435	"[[0.022, 9.0]]"	"[[0.02, 17.3]]"	0.0383438	BTC-26JUL24-80000-C	0.0211	59387.19	23400022090	1.7147E+12	18.41912	-23.69377	67.32626	1.00E-05	0.15911	0	0				month	26-Jul-24	80000
683	35	70	53.18	63.71	SYN.BTC-26JUL24	57800.7485	59.31	0.3985	0.411	0	0.6755	0.223		"[[0.411, 70.0], [0.4125, 67.1], [0.413, 70.0], [0.4135, 35.0]]"	"[[0.3985, 35.0]]"	0.35902821	BTC-26JUL24-80000-P	0.4051	59387.19	23400063665	1.7147E+12	-166.25839	-23.6936	67.32246	1.00E-05	-0.8409	0	0				month	26-Jul-24	80000
684	18.1	27.4	58.95	60.81	SYN.BTC-26JUL24	57800.7485	60.13	0.0175	0.0195	0	0.092	0.001	0.029	"[[0.0195, 27.4]]"	"[[0.0175, 18.1]]"	0.03401763	BTC-26JUL24-82000-C	0.0188	59387.19	23400063667	1.7147E+12	16.60388	-22.39584	62.76542	1.00E-05	0.1432	0	0				month	26-Jul-24	82000
685	35	35	52.8	66	SYN.BTC-26JUL24	57788.1692	60.13	0.431	0.4445	0	0.715	0.249		"[[0.4445, 35.0]]"	"[[0.431, 35.0]]"	0.38772013	BTC-26JUL24-82000-P	0.4377	59387.19	23400063670	1.7147E+12	-172.71056	-22.37463	62.70409	1.00E-05	-0.85696	0	0				month	26-Jul-24	82000
686	0	0.1	134.55	0	SYN.BTC-26JUL24	57788.1692	60.13	0	0.0046	0.1	0.0845	0.0008	0.028	"[[0.0046, 0.1]]"	[]	0.03019625	BTC-26JUL24-84000-C	0.016	59376.66	23399122366	1.7147E+12	14.58541	-20.40531	57.2417	1.00E-05	0.12518	155807.8	33.9	-5.0847	0.028	0.1325	month	26-Jul-24	84000
687	35	35	52.76	67.08	SYN.BTC-26JUL24	57788.1692	60.13	0.4635	0.4775	0	0.7535	0.2745		"[[0.4775, 35.0]]"	"[[0.4635, 35.0]]"	0.4169182	BTC-26JUL24-84000-P	0.4695	59387.19	23400064436	1.7147E+12	-179.35421	-20.39871	57.16665	1.00E-05	-0.87496	0	0				month	26-Jul-24	84000
688	18.4	33.6	60.49	62.03	SYN.BTC-26JUL24	57777.9238	60.09	0.0145	0.0165	0	0.5145	0.0001		"[[0.0165, 33.6]]"	"[[0.0145, 18.4]]"	0.02846509	BTC-26JUL24-85000-C	0.0146	59375.44	23400010402	1.7147E+12	13.58971	-19.39279	54.38527	1.00E-05	0.11651	0	0				month	26-Jul-24	85000
689	16.1	17.7	53.24	67.53	SYN.BTC-26JUL24	57777.9238	60.09	0.4805	0.4935	0	0.9855	0.0001		"[[0.4935, 17.7]]"	"[[0.4805, 16.1]]"	0.43169175	BTC-26JUL24-85000-P	0.4858	59376.66	23400064460	1.7147E+12	-182.63025	-19.3923	54.38031	1.00E-05	-0.8835	0	0				month	26-Jul-24	85000
690	18.7	38.8	60.68	62.8	SYN.BTC-26JUL24	57777.9238	60.09	0.014	0.0155	51	0.078	0.0001	0.0305	"[[0.0155, 38.8]]"	"[[0.014, 18.7]]"	0.0267852	BTC-26JUL24-86000-C	0.0135	59375.44	23400011717	1.7147E+12	12.71019	-18.46297	51.77724	1.00E-05	0.10876	0	0				month	26-Jul-24	86000
691	35	35	52.51	68.12	SYN.BTC-26JUL24	57776.7369	60.06	0.4965	0.51	0	0.7925	0.3005		"[[0.51, 35.0]]"	"[[0.4965, 35.0]]"	0.44652055	BTC-26JUL24-86000-P	0.5019	59375.6	23400064453	1.7147E+12	-185.8352	-18.43364	51.71817	1.00E-05	-0.8914	0	0				month	26-Jul-24	86000
692	0	0	77.28	78.84	SYN.BTC-26JUL24	57776.8938	60.04	0	0	0	0.072	0.0001		[]	[]	0.02433431	BTC-26JUL24-88000-C	0.0121	59373.69	23372886110	1.7147E+12	11.83994	-16.8959	48.82357	1.00E-05	0.09832	0	0				month	26-Jul-24	88000
693	0	0	0	0	SYN.BTC-26JUL24	57776.8938	60.04	0	0	0	0.8315	0.3275	0.216	[]	[]	0.47690373	BTC-26JUL24-88000-P	0.5351	59373.69	23377305040	1.7147E+12	-196.45279	-16.85453	48.4771	1.00E-05	-0.90232	0	0				month	26-Jul-24	88000
694	9.2	13.1	61.85	63.11	SYN.BTC-26JUL24	57775.03	60.02	0.011	0.0125	0	0.0665	0.0001	0.0245	"[[0.0125, 13.1]]"	"[[0.011, 9.2]]"	0.02135142	BTC-26JUL24-90000-C	0.0096	59374.28	23399877658	1.7147E+12	9.63867	-14.9553	42.00116	1.00E-05	0.08187	0	0				month	26-Jul-24	90000
695	35	35	51.08	70.07	SYN.BTC-26JUL24	57775.03	60.02	0.5625	0.576	0	0.871	0.355		"[[0.576, 35.0]]"	"[[0.5625, 35.0]]"	0.5071215	BTC-26JUL24-90000-P	0.5674	59374.28	23400063671	1.7147E+12	-198.12765	-14.95274	41.98324	1.00E-05	-0.91816	0	0				month	26-Jul-24	90000
696	0	0	77.26	79.01	SYN.BTC-26JUL24	57775.03	60.02	0	0	0	0.061	0.0001		[]	[]	0.01945688	BTC-26JUL24-92000-C	0.0087	59374.28	23372886112	1.7147E+12	9.02208	-13.71228	39.63699	1.00E-05	0.07442	0	0				month	26-Jul-24	92000
697	0	0	0	0	SYN.BTC-26JUL24	57775.6069	60	0	0	0	0.9105	0.3825		[]	[]	0.53829392	BTC-26JUL24-92000-P	0.6011	59374.57	23371625168	1.7147E+12	-209.89092	-13.71092	39.6959	1.00E-05	-0.92549	0	0				month	26-Jul-24	92000
698	0	0	0	58.65	SYN.BTC-26JUL24	57775.6069	60	0	0	0	0.0565	0.0001	0.0065	[]	[]	0.01830036	BTC-26JUL24-94000-C	0.0073	59374.57	23377305033	1.7147E+12	7.751	-12.23412	35.209	1.00E-05	0.06401	0	0				month	26-Jul-24	94000
699	0	0	0	0	SYN.BTC-26JUL24	57775.8869	59.99	0	0	0	0.95	0.4105		[]	[]	0.570316	BTC-26JUL24-94000-P	0.6344	59374.39	23371626302	1.7147E+12	-215.82333	-12.28806	35.58441	1.00E-05	-0.93535	0	0				month	26-Jul-24	94000
700	7.2	2	63.66	65.16	SYN.BTC-26JUL24	57775.8869	60.14	0.0085	0.01	0	0.0545	0.0001	0.0155	"[[0.01, 2.0]]"	"[[0.0085, 7.2]]"	0.01673582	BTC-26JUL24-95000-C	0.0064	59374.39	23400062564	1.7147E+12	6.80974	-11.40463	31.95635	1.00E-05	0.05744	0	0				month	26-Jul-24	95000
701	35	35	48.37	73.04	SYN.BTC-26JUL24	57775.8869	60.14	0.6465	0.66	0	0.97	0.425		"[[0.66, 35.0]]"	"[[0.6465, 35.0]]"	0.58504923	BTC-26JUL24-95000-P	0.6507	59374.39	23400064464	1.7147E+12	-212.49251	-11.40498	31.95735	1.00E-05	-0.94255	0	0				month	26-Jul-24	95000
702	7.3	31	65.96	68.51	SYN.BTC-26JUL24	57775.7169	63.53	0.007	0.008	0	0.0515	0.0001	0.0125	"[[0.008, 31.0]]"	"[[0.007, 7.3]]"	0.01282036	BTC-26JUL24-100000-C	0.0057	59373.06	23400032789	1.7147E+12	5.90871	-10.79689	28.64022	1.00E-05	0.05002	0	0				month	26-Jul-24	100000
703	35	35	40.22	76.41	SYN.BTC-26JUL24	57775.7169	63.53	0.7315	0.745	0	1.073	0.498		"[[0.745, 35.0]]"	"[[0.7315, 35.0]]"	0.66367756	BTC-26JUL24-100000-P	0.7366	59373.06	23400064465	1.7147E+12	-224.9366	-10.79649	28.63823	1.00E-05	-0.94998	0	0				month	26-Jul-24	100000
704	8.4	23	66.27	69.42	SYN.BTC-26JUL24	57775.7169	66.34	0.0055	0.0065	0	0.0485	0.0001	0.011	"[[0.0065, 23.0]]"	"[[0.0055, 8.4]]"	0.01025464	BTC-26JUL24-105000-C	0.005	59373.06	23399819035	1.7147E+12	5.09482	-10.02517	25.4741	0	0.04322	0	0				month	26-Jul-24	105000
705	35	35	0	78.52	SYN.BTC-26JUL24	57774.42	66.34	0.817	0.8295	0	1.176	0.5715		"[[0.8295, 35.0]]"	"[[0.817, 35.0]]"	0.74365623	BTC-26JUL24-105000-P	0.8224	59371.67	23400063676	1.7147E+12	-237.29683	-10.02232	25.45738	0	-0.95681	0	0				month	26-Jul-24	105000
706	21.6	32.7	68.53	72.5	SYN.BTC-26JUL24	57774.42	69.03	0.0044	0.006	0	0.046	0.0001		"[[0.006, 32.7]]"	"[[0.0044, 21.6]]"	0.0175719	BTC-26JUL24-110000-C	0.0045	59371.67	23399822078	1.7147E+12	4.4608	-9.38279	22.91249	0	0.03793	0	0				month	26-Jul-24	110000
707	35	35	0	82.82	SYN.BTC-26JUL24	57773.0662	69.03	0.904	0.916	0	1.2785	0.645		"[[0.916, 35.0]]"	"[[0.904, 35.0]]"	0.83351166	BTC-26JUL24-110000-P	0.9085	59371.67	23400065461	1.7147E+12	-249.47336	-9.37851	22.89358	0	-0.9621	0	0				month	26-Jul-24	110000
708	0	0	80.95	83.39	SYN.BTC-26JUL24	57773.0662	70.31	0	0	0	0.0415	0.0001		[]	[]	0.01467573	BTC-26JUL24-115000-C	0.004	59370.06	23372886060	1.7147E+12	4.00087	-8.42566	20.79066	0	0.03311	0	0				month	26-Jul-24	115000
709	0	0	0	0	SYN.BTC-26JUL24	57773.0662	70.31	0	0	0	1.3805	0.719		[]	[]	0.91320763	BTC-26JUL24-115000-P	0.9945	59370.06	23371625933	1.7147E+12	-269.64925	-8.44227	20.85899	0	-0.96679	0	0				month	26-Jul-24	115000
710	9.5	23	73.05	75.72	SYN.BTC-26JUL24	57771.4992	74.24	0.0034	0.0042	0	0.0425	0.0001		"[[0.0042, 23.0]]"	"[[0.0034, 9.5]]"	0.01117947	BTC-26JUL24-120000-C	0.0038	59367.92	23399321283	1.7147E+12	3.59877	-8.48773	19.28305	0	0.03074	0	0				month	26-Jul-24	120000
711	0	35	0	87.5	SYN.BTC-26JUL24	57771.4992	74.24	0	1.0875	0	1.485	0.7935		"[[1.0875, 35.0]]"	[]	0.99220985	BTC-26JUL24-120000-P	1.0809	59367.92	23400065457	1.7147E+12	-273.42563	-8.476	19.23961	0	-0.96932	0	0				month	26-Jul-24	120000
712	0	0	83.32	85.4	SYN.BTC-26JUL24	57771.4992	74.97	0	0	0	0.038	0.0001		[]	[]	0.00943158	BTC-26JUL24-125000-C	0.0033	59367.92	23372886063	1.7147E+12	3.23305	-7.55547	17.48427	0	0.02687	0	0				month	26-Jul-24	125000
713	0	0	0	0	SYN.BTC-26JUL24	57769.4223	74.97	0	0	0	1.5865	0.8675	0.767	[]	[]	1.07303828	BTC-26JUL24-125000-P	1.1671	59365.89	23371624186	1.7147E+12	-294.21733	-7.57116	17.54359	0	-0.97304	0	0				month	26-Jul-24	125000
714	0	0	84.24	87.66	SYN.BTC-26JUL24	57769.4223	74.97	0	0	0	0.033	0.0001		[]	[]	0.00757554	BTC-26JUL24-130000-C	0.0025	59365.89	23372886062	1.7147E+12	2.52017	-6.10641	14.13096	0	0.02086	0	0				month	26-Jul-24	130000
715	0	0	0	0	SYN.BTC-26JUL24	57769.4223	74.97	0	0	0	1.6875	0.9415		[]	[]	1.15372058	BTC-26JUL24-130000-P	1.2528	59365.89	23371623975	1.7147E+12	-306.83069	-6.122	14.18564	0	-0.97906	0	0				month	26-Jul-24	130000
716	0	0	85.17	88.5	SYN.BTC-26JUL24	57767.4454	80.89	0	0	0	0.0385	0.0001		[]	[]	0.00609345	BTC-26JUL24-135000-C	0.0033	59368.24	23372886064	1.7147E+12	3.01413	-7.74371	16.6089	0	0.02527	0	0				month	26-Jul-24	135000
717	0	0	0	0	SYN.BTC-26JUL24	57767.4454	80.89	0	0	0	1.7935	1.0165		[]	[]	1.23477741	BTC-26JUL24-135000-P	1.3403	59368.24	23371624501	1.7147E+12	-318.23348	-7.76198	16.66993	0	-0.97464	0	0				month	26-Jul-24	135000
718	0	10	0	130.49	BTC-27SEP24	57460.04	90.12	0	0.828	205.6	0.8505	0.793	0.835	"[[0.828, 10.0], [0.8285, 114.9], [0.829, 167.5], [0.8295, 257.3], [0.83, 80.0], [0.8305, 24.4], [0.831, 3.4], [0.8355, 19.5], [0.836, 18.4], [0.8365, 36.2], [0.837, 97.7], [0.8375, 33.7], [0.838, 81.7], [0.8385, 16.6], [0.839, 15.5], [0.841, 17.2]]"	[]	0.838433	BTC-27SEP24-10000-C	0.826	59365.89	23400065917	1.7147E+12	40.23109	-0.16803	0.54912	0	0.99958	0	0				month	27-Sep-24	10000
719	100	4.9	102.89	113.12	BTC-27SEP24	57461.57	90.12	0.0003	0.0008	221.5	0.015	0.0001	0.0004	"[[0.0008, 4.9]]"	"[[0.0003, 100.0], [0.0002, 24.0], [0.0001, 14.0]]"	4.46E-05	BTC-27SEP24-10000-P	0.0001	59367.47	23399271499	1.7147E+12	-0.11396	-0.1683	0.55031	0	-0.00042	0	0				month	27-Sep-24	10000
720	19.9	5	0	112.47	BTC-27SEP24	57461.57	90.12	0.7	0.7425	204.2	0.779	0.69	0.7775	"[[0.7425, 5.0]]"	"[[0.7, 19.9]]"	0.75817976	BTC-27SEP24-15000-C	0.7399	59367.47	23400041894	1.7147E+12	59.32619	-1.39314	4.55301	0	0.99576	0	0				month	27-Sep-24	15000
721	0.1	2.6	85.72	95.47	BTC-27SEP24	57462.41	90.12	0.0006	0.0013	220.7	0.0155	0.0001	0.0008	"[[0.0013, 2.6]]"	"[[0.0006, 0.1]]"	0.00059719	BTC-27SEP24-15000-P	0.0009	59368.34	23399666577	1.7147E+12	-1.19327	-1.39397	4.55727	0	-0.00424	0	0				month	27-Sep-24	15000
722	1000	4.1	0	93.26	BTC-27SEP24	57462.41	78.64	0.005	0.6565	282.5	0.706	0.587	0.696	"[[0.6565, 4.1]]"	"[[0.005, 1000.0]]"	0.6780511	BTC-27SEP24-20000-C	0.6537	59368.34	23400025710	1.7147E+12	78.17194	-2.386	8.93584	0	0.99093	4120.4	0.1	0	0.696	0.696	month	27-Sep-24	20000
723	0.5	2.3	75.89	82.17	BTC-27SEP24	57462.41	78.64	0.0013	0.0024	89.9	0.0215	0.0001	0.0155	"[[0.0024, 2.3]]"	"[[0.0013, 0.5]]"	0.00127445	BTC-27SEP24-20000-P	0.0018	59368.34	23399692373	1.7147E+12	-2.52258	-2.38721	8.94302	0	-0.00908	0	0				month	27-Sep-24	20000
724	4.3	4.2	0	87.98	BTC-27SEP24	57459.68	75.52	0.617	0.6225	154	0.6775	0.5465	0.668	"[[0.6225, 4.2]]"	"[[0.617, 4.3]]"	0.6462679	BTC-27SEP24-22000-C	0.6196	59365.52	23400064054	1.7147E+12	85.28953	-3.03021	11.81669	0	0.98749	0	0				month	27-Sep-24	22000
725	10.2	2.3	72.02	78.43	BTC-27SEP24	57459.68	75.52	0.0019	0.0031	4638.3	0.026	0.0001	0.0007	"[[0.0031, 2.3]]"	"[[0.0019, 10.2]]"	0.00181366	BTC-27SEP24-22000-P	0.0025	59365.52	23400025715	1.7147E+12	-3.46925	-3.03034	11.81752	0	-0.01251	0	0				month	27-Sep-24	22000
726	3.3	3.8	50.03	81.55	BTC-27SEP24	57459.68	72.88	0.582	0.5885	168.6	0.649	0.506	0.629	"[[0.5885, 3.8]]"	"[[0.582, 3.3]]"	0.61458628	BTC-27SEP24-24000-C	0.5857	59365.52	23400063730	1.7147E+12	92.08276	-3.82814	15.47097	0	0.98289	3661	0.1	0	0.629	0.629	month	27-Sep-24	24000
727	11	2.2	71.09	74.79	BTC-27SEP24	57460.29	72.87	0.0027	0.0039	257.1	0.032	0.0001	0.0037	"[[0.0039, 2.2]]"	"[[0.0027, 11.0]]"	0.00245444	BTC-27SEP24-24000-P	0.0034	59366.15	23399821877	1.7147E+12	-4.74707	-3.82869	15.47641	0	-0.01711	0	0				month	27-Sep-24	24000
